uuid,patent_id,text
dvb81d9yuhk8m76r6c3348bew,4491290,"FIGS. 5-1 to 5-4, 6-1 to 6-4, and 7-1 to 7-4 comprise a circuit diagram of the input interface 1A3 printed circuit board of FIGS. 2-1 to 2-4;"
hfxalz2viawvwiyh8o5c7kjym,4491287,FIGS. 53A and 53B are partly broken away bottom views to which reference will be made in explaining operation of the power switch unit;
0x7zq26syvuztn57edh9h1l9o,4491287,FIGS. 54A and 54B are side views to which reference will be made in explaining operation of the switch mounting plate of the power switch unit;
b9uhew43u7z2kozs782pvn23n,4491287,FIGS. 58A and 58B are cross-sectional views to which reference will be made in explaining a hazard avoided by the automatic playback mode cancelling unit.
ivz193hv9883hu9gm31fpqxf2,4491859,"FIGS. 5A and 5B are a cross-sectional view and a plan view, respectively, of the device according to a third embodiment of the present invention;"
1ozcarrjxq4rgslgduvehcuv4,4491877,FIGS. 5A and 5B are block diagrams respectively showing examples of cross-talk deleting devices utilizing the cross-talk detecting device according to the present invention.
fcuvokn3ttj77rdlsdvxudcps,4491966,"FIGS. 5a and 5b are box diagrams of the audio and control systems of the system of FIGS. 1, 2, and 3, in accordance with the invention, in greater detail."
c8m4lyec34d3a9ep1mct13p0c,4491205,"FIGS. 5a and 5b are cross-sectional views similar to FIGS. 3a and 3b, of a still further embodiment of the present invention."
7exwn0rv4zcao6caypai0vulj,4491121,FIGS. 5A and 5B are diagrams respectively showing waveforms of electric signals obtained from the transducer assembly of FIG. 3 at the normal and reverse operations of the engine;
qmeimift6teljgv3kh7xg6bt6,4491819,"FIGS. 5a and 5b are graphical representations of the B-H curve for a conventional iron core inductor and for an iron core inductor having an air gap in its magnetic circuit, respectively;"
da70hyqa0ub9lgafgmmdngf84,4491382,"FIGS. 5A and 5B are perspective and plan views, respectively showing an embodiment of a contact member according to the invention;"
zfk1mv7bfgwikwno9tndr3se6,4490982,"FIGS. 5a and 5b are similar perspective and side views of a second embodiment of cooling device in accordance with the invention; and,"
kksw360dbvjejk5f03dq7apug,4491878,FIGS. 5A and 5B are views for explaining the level difference of a pair of normal recording/reproducing heads and a pair of special reproducting heads which are mounted on the periphery of rotating head of FIG. 4;
0or2pwas7vbbxq7t62lc9w5bo,4490900,FIGS. 5A and 5B depict the formation of the storage device tunneling regions;
fbo5d7uoo8uku1sw8h9h2g44b,4491028,FIGS. 5A and 5B illustate modified shapes of the through holes according to further embodiments of the invention.
1reouikk2hsbgqv5xyu4vbkae,4491933,FIGS. 5A and 5B illustrates a block diagram of an electrical circuit of a display controller for the word processor;
d1o6hq1gqg58msvcwlixrfvh5,4491771,"FIGS. 5A and 5B show a part of the motor arrangement shown in FIG. 1, respectively, to explain the circuit operation in relation with relative positions between the rotor and magnetic poles; and"
pq3bfpe1q59vdtrlnpzw8g2wx,4491948,FIGS. 5A and 5B show the potential and the phase space trajectories for the combined laser and storage ring system;
h2oesoflqepumunqgu5uc6u1i,4491712,FIGS. 5A through 5C are explanatory views showing the movements of the electrode when a shortcircuit occurs between the electrode and the workpiece;
egd6kldnmce4yvqfsr51uh9kz,4490951,FIGS. 5A through 6B are a sequence of partly schematic side elevational views depicting the operational cycle of the invention.
rqqburn7mr6myzo7x22nw6d23,4491855,FIGS. 5A to 5C are cross-sectional views of the control opening of the control means.
li5wh12g3oqicg52ith5f60ke,4491061,FIGS. 5A to 5K are timing charts for illustrating the operation of the damper controller;
rfgxs0iljo2zvffgemmdlm3ob,4491424,"FIGS. 5a, and 6a are waveforms of detection currents of FIG. 4;"
nua0800ok70qe7fxkg5ln5wkb,4491751,"FIGS. 5a, b illustrate a plate having a hole and a slot, and an additional slot extending throught staps, according to the invention;"
mpnit0ss0c2ntojqxmoqxumen,4491857,FIGS. 5a-5c are elevation views in section corresponding to FIGS. 3a and 3b at various stages in manufacture;
plq9iriq55627vrcxdf46lp3n,4490961,"FIGS. 5A-5C illustrate sequentially, operation of the device shown in the Figures."
jkks16hhea34d1nvto4l0ec9n,4491832,"FIGS. 5A-5C show display patterns when an OR gate in FIG. 2 is replaced by an AND gate, and"
d658vpxl5uaciqmqcnx1tsxgt,4491910,FIGS. 5a-5q are electrical schematic diagrams of particular circuits in the microcomputer device of FIG. 2.
ps376x8ez8o5zi0n6opih9ard,4491690,FIGS. 5a-b are a flow charts illustrating the processing of ring data in the ring mode of operation.
3t2n7puu3jskeugnyifhr3wce,4491772,"FIGS. 5B, 5C and 5D are simplified electrical circuit descriptions of the Integrating Transconductance Amplifier."
m1zjyflhy6q4jwsp2lkwrky1o,4491424,"FIGS. 5b, and 6b are waveforms of detection voltages of FIG. 4;"
rxmd6yy5wpwlp126wsv2x6vpc,4491851,"FIGS. 6 (a), (b), (c) and (d) are views showing successive steps of the formation of an ink droplet in accordance with according to the present invention;"
ilvjrlxdv4f1zocfjylwn7r74,4491356,FIGS. 6 and 7 are also views similar to FIGS. 2 and 3 but illustrate another form of the invention; and
ythd16tfk1l39mwghghcj60bd,4491737,FIGS. 6 and 7 are block diagrams showing modifications of this invention in which different loads are distributed among various shafts; and
6k3aps7mj8dm1naoseiqnrz62,4491695,FIGS. 6 and 7 are cross-sections on the lines VI--VI and VII--VII respectively of FIG. 5;
qphfo9g5h1vk2p8yyb7usndc1,4491028,"FIGS. 6 and 7 are diagrams which show the calibration curve in the pressure direction, and the eccentric load characteristics of the apparatus, respectively."
4rwji38hj7ru9r5j2y91j80vq,4491568,FIGS. 6 and 7 are graphs that illustrate the proportions of fines with respect to conveyor screw delivery.
7nr9c3pepuw4ry1967378dpcj,4490887,"FIGS. 6 and 7 are partial perspective views of the cable tie taken in the directions of arrows VI and VII, respectively, in FIG. 5;"
lh9bkg1qt8s9v0x376ghnu2pb,4491355,FIGS. 6 and 7 are perspective views showing casing elements for the bars of the door control mechanism of the invention.
ahev9ogiw9zfdzdo3qgabadc9,4491384,FIGS. 6 and 7 are plan views each showing a more sophisticated optical switch device comprising the devices of FIGS. 1 and 3 in combination.
l89u1i63deu3ey03w97uie4bi,4491076,FIGS. 6 and 7 are transverse vertical inner medial elevational views taken substantially on the lines 6--6 and 7--7 respectively of FIG. 1.
dlha6rcgfn2j5etd3ri0euabc,4491519,"FIGS. 6 and 7 are views similar to FIGS. 3 and 5, respectively, particularly showing a first modification thereof;"
jwrh5673mmijqf066b61l4axc,4491626,FIGS. 6 and 7 each shows the spectral sensitivity of the photosensitive member according to the present invention.
j09tpizq2lw19697w21li6fzc,4491691,FIGS. 6 and 7 present a schematic circuit diagram of the modulation and tone oscillator section of the tone ringer of FIG. 1;
qgf9r410ak77jqx872h7om241,4491344,"FIGS. 6 and 7 show a perspective view and a lateral sectional view of a further embodiment of the safety belt system according to the invention, suitable for a passive belt system, and"
78e44mqqy4pbd6v8209be5y34,4491755,FIGS. 6 and 7 show end views respectively of two parts of the FIG. 5 assembly.
4wy5q0zm3bytj2prjnowse62a,4490954,"FIGS. 6 and 8 are two further embodiments of the masking cover according to the invention, which are of equal application to that of FIG. 1 and utilise the same inventive concept"
9jdbuk30io1ri4tqqxsx659gu,4491974,FIGS. 6 to 10 show embodiments of the invention each using a light-emitting diode array in series logic;
ihrqwplaczvrnffy3m0tr670j,4491747,FIGS. 6 to 11 are circuit diagrams of modified examples of the logic circuit in FIG. 4;
o6mpq061f5rqb62oot75a0ea0,4491742,"FIGS. 6(a) and 6(b) are a circuit diagram and a graphic diagram, respectively, showing features of improved semiconductor devices of the invention;"
2xzngfwdqmkik67d2s2r7csb5,4491386,FIGS. 6(a) and 6(b) are cross sections of an optical fiber cable at two stages of its production by the process shown in FIG. 5.
06q4wnkzu2n5dnceco9agjsun,4491399,FIGS. 6(a) through 6(h) are a series of timing diagrams useful in explaining the operation of the recording apparatus of FIG. 5;
hf2mb231bkg1q8t1bwv92dcin,4491052,FIGS. 6(A)-(F) illustrate two adjoining braiding heads and the steps toward manufacture of the connection point between the adjoining net shanks;
wy07wybs4l51b7ubr9ldrnr08,4491142,"FIGS. 6(a), (b) are sectional views respectively showing another state of the part shown in FIGS. 5(a), (b), in which FIG. 6(a) is a section taken along the same plane as in FIG. 5(b); and"
46uv5yhour9nkchw64y9lqmoz,4491503,"FIGS. 6, 7 and 8 are enlarged fragmentary views showing sequentially the relative positions of the sides of the sheet gripping slot;"
dvicz826pihg4dfwoylcj409f,4491395,"FIGS. 6, 7 and 8 are graphical representations showing aberration curves at the minimum, intermediate and maximum focal lengths of the lens system in FIG. 5."
u8de6kew7o32j3zh1vjcs6u1q,4491382,"FIGS. 6, 7 and 8 are perspective views illustrating three embodiments of a contact member having a reinforcing member formed integrally according to the invention;"
5rq3jvrt10lji4x2uenjbc37a,4491196,"FIGS. 6, 7 and 8 are side elevations of the inclined hoisting unit in three different operating positions, and"
16c2sikjb43geozznr65bxtrr,4491909,FIGS. 6A and 6B are block diagrams illustrating the SMAC;
v48pnoj303rnbogufpa6jtyof,4491872,"FIGS. 6A and 6B are views in perspective of another embodiment of a projection television system according to the invention showing, respectively, the viewing screen in the stored and unstored positions."
21tjunmpoyh34dhoip9x62zq3,4491874,"FIGS. 6A and 6B are views showing the recording formats of retrieval titles and picture information written in the tracks of the cassette tape shown in FIG. 5, wherein FIG. 6A shows the recording format of the retrieval titles and FIG. 6B shows the recording format of the picture information;"
9gp34uwqfbiay5w0s434sk0yv,4490986,"FIGS. 6A and 6B comprise a single schematic diagram, when joined along the dashed lines, of the system shown in block diagram form in FIG. 3;"
5ug410uzcnwk3zgs349932yb2,4490900,FIGS. 6A and 6B illustrate the steps of forming the storage device tunnel dielectrics;
ovt6bk99z4h6fa6ye56d4j5bk,4491771,FIGS. 6A and 6B show variations of the circuit shown in FIG. 2.
nh0ebdseq48vga8jz0no3uztt,4491324,FIGS. 6A to 9 are flowcharts for explaining the mode of operation of the embodiment; and
z36bshzgt8z1qkhabv1kri6lz,4491921,"FIGS. 6A, 6B, and 6C are graphs illustrating characteristics of the output voltages from the O.sub.2 sensor with respect to time, under various surrounding temperatures;"
fgdzr148xeexsefokai22ix87,4491751,"FIGS. 6a, b, c, d, e, f illustrate a plate featuring slots of different shapes, according to the invention;"
6o3gt898arf2inqby1inc2pro,4491832,FIGS. 6A-6C show display patterns when the OR gate in FIG. 2 is replaced by an EOR gate.
7e6o1qcsat8jwvv7vk0gk24e4,4491328,"FIGS. 7 and 8 are face views of the target of FIG. 6 but having various layers of materials broken away in order to illustrate the interior layers, as will be further explained;"
uzaud6kpfibc9zw6k1dui37bm,4491719,FIGS. 7 and 8 are perspective views of the entrance and exit ends of the coherent fiber optic bundle and sample light patterns traced by the laser beam which are transmitted by the bundle.
njc8mx9gxoqoirf5rgs63yhsk,4491236,FIGS. 7 and 8 are schematic illustrations of shapes of scores formed in the reverse side of the can end plate.
48dvkezhx8hxg4q7lb2k52lpv,4491856,FIGS. 7 and 8 are schematic sectional views taken along lines VII--VII and VIII--VIII in FIG. 6;
fosfdf6pi12p6ks6bkx3le5pk,4491204,FIGS. 7 and 8 are sections taken respectively along lines VII--VII and VIII--VIII of FIGS. 6 and 2; and
pfqculs8vlp5o2pdv8974r7rh,4491330,"FIGS. 7 and 8 are views similar to FIGS. 5 and 6, respectively, and showing still another alternative construction."
rkwvrpr47tus1pt7kmary7z0m,4491779,FIGS. 7 and 8 are waveforms which relate to the operation of the modification shown in FIG. 5.
jhv95s90yt2z4i6nmpb68rbz6,4491947,FIGS. 7 and 8 illustrate an exemplary traffic matrix circuit for use in the exemplary onboard satellite switching system illustrated in FIG. 6; and
hhe1zwsel1fxv3aw6q5axok1e,4490907,FIGS. 7 and 8 illustrate in a manner similar to FIGS. 4 and 5 the operation of an embodiment comprising a cutting unit which is arranged to be driven with a reciprocating motion.
zo1l9ic8ubfuw49o2dsgp0kt1,RE31786,FIGS. 7 and 8 illustrate other examples of a drive mechanism for the drive roller;
r21gd00q7q2o7jwa7qapys2fe,4491880,FIGS. 7 and 8 show characteristic curves for illustrating the operation of the reproducing apparatus of the present invention;
8noc0m84ykpthxevx1v43sum9,4491731,"FIGS. 7 and 8 show examples of tube sections having iregular shapes, but to which the invention can be applicable;"
2ei2vhlhbsxpdl1tv0dq0ef02,4491518,"FIGS. 7 and 8 show, respectively in a top view and in direction VIII of FIG. 7, a form of fin forming a variant of that of FIGS. 5 and 6;"
f22i59vku3kzas8tzolt9lip9,4490954,FIGS. 7 and 9 are sections on the lines VII--VII and IX--IX of FIGS. 6 and 8 respectively.
0oxykc8rjrdg2jhapyu32a30j,4491945,FIGS. 7 through 9 illustrate the contents of the switch packet used to transmit the call reply packet of FIG. 4 through switching network 116 as the packet progresses through the different stages of switching network 116 from trunk controller 131 to trunk controller 130;
52qn4rwu8ig3cj88v0ki45nij,4491811,FIGS. 7(a) and 7(b) are a schematic plan view and a sectional view both showing a still further embodiment according to the present invention.
ox0k12xigqgh1w92cvt2xtk0v,4491742,FIGS. 7(a) to 7(e) are schematic diagrams showing features of improved semiconductor devices of the invention; and
0sirjannxhdja3mp3yvfxeejh,4491052,FIGS. 7(A)-(I) illustrate braiding head wheel and step-by-step manufacture of a six-threaded net shank;
bece8o48quiyjdj1gta0crpvd,4491142,"FIGS. 7(a), (b) and 8(a), (b) are sectional views respectively showing the manner in which the other two embodiments of the fluid intercepting mechanism function."
wl8p67as2iu1xbo9ucl6mw9t2,4491931,"FIGS. 7, 8 and 9, diagrams showing the variation of the pulse compression of a dispersive line depending on the temperature;"
9x30546a394qhsjvs05x05lue,4491167,FIGS. 7-10 show in elevation and side view selected stages of the workpiece for the manufacture of sewing-machine needles from sewing-machine needle blanks.
cdmkhf3qyd4el4thtw36x1z99,4491836,FIGS. 7-9 depict various command formats utilized by the system.
hpxjdjducl8welq2mw7oetiqk,4491859,"FIGS. 7A and 7B are a cross-sectional view and a plan view, respectively, of the device according to a fourth embodiment of the present invention."
y3pw6c49jfhf973x35rnk4ypx,4491053,"FIGS. 7A and 7B are respective views of a locking mechanism forming part of the apparatus of FIGS. 1, 2 and 3 in respective unlocked and locked orientation."
m3xcmcccfaw4dq4mllddkofmw,4491933,"FIGS. 7A and 7B illustrates an electrical circuit for Data Sort Logic of FIG. 5A, and;"
zqs84smyegxjczbzj29qfbeo6,RE31784,"FIGS. 7a and 8a are views respectively similar to FIGS. 7 and 8; however, illustrating the deformed condition of the elastomeric friction member."
34lg6vrm774a7fz6mxzgigmy2,4491943,FIGS. 7A through 7D are respectively timing charts used to explain the operations of the multiplexer in FIG. 6;
plv46ujdidlrfxfrd3igudfe4,4491962,FIGS. 7A to 7D are explanatory views of reference patterns used in the system shown in FIG. 5;
7jezukvz36w92qy10o8ofp0e9,4490886,"FIGS. 7A, 7B, 8A, 8B, 9A, 9B and 10 are schematic explanatory diagrams illustrating the constructions of modifications of the invention."
3ti3ba8k3cov1iwkiiuwuqrvn,4491751,"FIGS. 7a, b, c, d, e, f, k, l illustrate a plate featuring slots with different outlines, a view from above of FIG. 5, according to the invention;"
48rox02y0zyjonc2eielvc8ym,4491777,FIGS. 7A-7C are flow charts which illustrate the manner in which the position control of FIG. 5 operates the a.c. motor drive to control the systems of FIGS. 1 and 2.
o7q48t0nylx4afhxdmxo3ty56,4491948,FIGS. 7A-B are hybrid phase space plots showing the tilting of the electron distribution and trap energy aperture by using a gain expanded configuration;
40k70ri0j0c0wtnzrio1d3nkl,4491447,FIGS. 8 and 9 are front elevations of the mounted fastener assembly in various stages of loading after the threaded fastener has been rotated to expand the retainer and due to its internal triangulation has placed the strut in tension and compressed the legs of the retainer;
t4w6uddjd8le3b4q1fh4mw0j0,4491921,"FIGS. 8 and 9 are graphs illustrating the functions of the control programs shown in FIGS. 3, 10, and 11;"
136rjso3mmth08qic50oq1jhn,4491885,FIGS. 8 and 9 are illustrations of portions of the tape driving section;
fzap91g6qsk1u1m8gy6pflu5l,4490971,"FIGS. 8 and 9 are valve timing diagrams for two different operational conditions of an engine, and"
16huv5aax4j8ppb0ssl6d22mw,4491356,FIGS. 8 and 9 are views similar to FIGS. 2 and 3 but illustrate still one other form of the invention.
rgn6e9kn1tjssju6cbk1dpdd3,4491519,"FIGS. 8 and 9 are views similar to FIGS. 3 and 5, respectively, particularly showing a second modification thereof;"
xs7df3i7mwownsws1vlowyll6,4491929,"FIGS. 8 and 9a are diagrams showing first and second modifications to the integration circuit of FIG. 7, respectively;"
ndu537ydgf49czn3j1ckmmeqr,4491121,FIGS. 8 through 10 are diagrams showing dimensional relation between elements of the transducer assembly shown in FIG. 3 or 6.
fappbtpwc66xjyc6p43min5b1,4491691,FIGS. 8 through 11 depict various voltage waveforms at points within the tone ringer;
ombguj4ohw7t6lnht8coauwgr,4491081,FIGS. 8 to 10 illustrate the sequence of operations when assembling sections of bottom and sides in accordance with another embodiment of the invention;
ndx0rrnptx08qvek72fwv6j18,4491874,"FIGS. 8 to 10 show modifications of the embodiment of the present invention shown in FIG. 3, wherein"
zojrbkbn6qqlhjizu1zvpdd9q,4491742,FIGS. 8(a) and 8(b) are schematic diagrams showing another embodiment of the invention.
jdjk0p56rorttzgp0qncs1mgd,4491052,FIGS. 8(A)-(I) illustrate two adjoining braiding heads and the step-by-step manufacture of the adjoining net shanks;
eof3919z9bnn54efxim4hc2vt,4491889,"FIGS. 8(a), 8(b) and 8(c) are side views showing the operations of a cover and a cam plate in succession,"
ubawdkmoim1urqugpfqaccaq2,4491875,"FIGS. 8, 13A and 13B are charts showing the relationship between the number of blacked-out micro-pixels and the surface potential;"
6mh8ec8o3kk6tna3c3yy08t4v,4491709,"FIGS. 8, 8a and 8b are schematic views illustrating the operation of the charge and crank assembly; and"
9q9ifcjokfmae7gia0ldm709l,4491169,"FIGS. 8, 9 and 10 are explanatory diagrams relating to the structures shown in FIG. 7;"
zf9a7ujmcd6smqypewiv9adqc,4491853,"FIGS. 8, 9 and 10 are time-charts explanatory of control functions in the arrangement of FIG. 2."
q0fuk4tnyv0hovv0a9o5zmdgv,4491344,"FIGS. 8, 9 and 10 illustrate an embodiment of the safety belt system according to the invention, suitable for all types of systems."
z776h7079pk0h7pm6em3g90u3,4491124,"FIGS. 8, 9, 10, and 11 are fragmentary, perspective, diagrammatic views illustrating an intended use of a fitting according to the present invention."
6irdpqc103b5hqw9kv8et6d0p,4491290,FIGS. 8-1 to 8-4 and 9-1 to 9-4 comprise a circuit diagram of the system timing function 1A4 printed circuit board of FIGS. 2-1 to 2-4;
ltxxhzhk86ujet5ectbb7fn4i,4491829,FIGS. 8-10 are fragmentary diagrams of the upper array of display cells showing what the cells represent on an inches scale.
qau55g86mgvvjfllsum2eszsu,4491506,FIGS. 8A through 8F explanatorily shown different types of slit nozzles in the apparatus of the present invention;
v28g5hcsev24n0w31ws71ernj,4491486,FIGS. 8A to 8F are sectional views illustrating manufacturing steps of n-channel MOSLSI according to Example 1 of this invention;
hgz2eswonvphtd8ahn9fpxyqv,4491878,FIGS. 8A to 8H show waveforms of signals generated at the main part of the embodiment of FIG. 2 in the forward slow reproduction mode;
epkwe1jar5zeye4xvc4mre1q7,4491785,"FIGS. 8A, 8B, 8C, 8D, 8E, 8F, 8G, 8H, 8I, 8J, 8K and 8K' are waveform diagrams illustrating the operation of the transmitter shown in FIG. 7, and FIG. 8L is a graph of a hyperbolic relationship of voltage magnitude and pulse width duration, which illustrates an operating principle of the transmitter shown in FIG. 7."
m9cwqzebq0361ydxpz6zf5zkz,4491751,"FIGS. 8a, b, c, d, e, f, g, k, l, m, n, p illustrate different embodiments of slot profiles, according to the invention;"
6yua3fa5rlo9eqsu86gjrtjbg,4491718,FIGS. 8a-8b are a flowchart diagrams of the general operation of the preferred embodiment of the present invention.
14d49zt66clv9l5j5qarz8glh,4490900,FIGS. 8A-8C illustrate steps for depositing a first polycrystalline silicon layer over the surface of the memory array substrate;
u5kmg8v27p8n77g5pbpa5hj60,4491279,"FIGS. 8a-c are side elevational views of the means used respectively for securing the transporter to the crusher assembly, the portable drive station and the apron feeder;"
erm7udqeypi33ztp8om749do6,4491979,FIGS. 9 and 10 are side views for illustrating the rotational movement characteristic of the apparatus proper of the combination electronic apparatus of the first embodiment.
yn3ofue8nq1mpy5k3y6b8wxlr,4491503,FIGS. 9 and 10 illustrate another form of the threading belt with the belt being positioned in its nonoperative location in FIG. 9 and being positioned in its operative threading position in FIG. 10; and
x3js5diiz3j6s24uobxuf8z1a,4491486,FIGS. 9 and 10 show changes in distance between elements isolated by field regions to be formed according to the prior art and Example 1 respectively;
hvk5rbjun69cm8iwf7mjbpi4w,4491175,"FIGS. 9 and 11 are perspective sectional views of two other embodiments of an absorber plate combined with a heat pipe, FIGS. 10 and 12 being sectional views taken respectively along line X--X of FIG. 9 and along line XII--XII of FIG. 11."
aklvo4qe0cu33vbhasud5gbcz,4491709,"FIGS. 9 and 9a are schematic views respectively illustrating the relationship between the charge assembly, the toggle assembly and the interlock assembly in the contact closed and in different contact opening positions."
o3i24hks23up3fpudauy6g6w9,4491052,FIGS. 9(A)-(I) illustrate step-by-step manufacture of the connection point of two adjoining net shanks;
qlvvms8r891hjijjrv5f5bz02,4491889,"FIGS. 9(a), 9(b) and 9(c) are plan views showing the operations of a head base and a slide plate in succession,"
veymd8dcxg05x1fp0w2kntbwf,4491382,"FIGS. 9, 10 and 11 are perspective view and cross sectional views of another embodiment of the contact member according to the invention;"
rm0so619znb9xn03sexaw2e1k,4491161,"FIGS. 9, 10 and 11 are sectional views showing three different states of the toner dispensing apparatus, respectively;"
zwwj622z0s50z0de5kok2gvm7,4491328,"FIGS. 9, 10 and 11 are views of another embodiment of the target, briefly described as follows:"
2oymqepp4i2qk8kqi8wzhlxtn,4491104,FIGS. 9-12 show another modification. FIG. 9 is a view similar to FIG. 1.
f5zbw2ccdvlm8xyhmwejq99q1,4491947,FIGS. 9-17 illustrate an exemplary least cost selection circuit for use in the exemplary onboard satellite switching system illustrated in FIG. 6.
9hod7whsqkff46i129huxvyiq,4491287,"FIGS. 9A and 9B are enlarged cross-sectional views taken along the line 9--9 of FIG. 7, and showing the cover in its opened and closed positions for insertion of a cassette;"
4twhiqdtyz6bvneo7sri05djd,4490900,FIGS. 9A and 9B depict a method for etching the first polycrystalline silicon layer to define large polysilicon areas;
c6kt1xktuszlddlf2hakmbx1k,4491878,FIGS. 9A to 9D show waveforms of signals generated in the main parts of the embodiment of FIG. 2 in the reverse slow reproduction mode; and
roaktlfkq26ufq1nc1kjekxhb,4491856,FIGS. 9A to 9F are schematic sectional views illustrating the process of manufacture of a different embodiment of a semiconductor device according to the invention;
66z6w1bd562pmbm6r7h7iqcwm,4491751,"FIGS. 9a, b, c, d, e, f illustrate a plate having a hole, slots and ledges arranged on both sides thereof, according to the invention;"
gpn8dp3gnancn3yv5vroo7a1f,4491718,FIGS. 9a-9e show a partial cross-sectional view of a typical weld joint and signals representative of the minimum criterion template matching signal processing approach which may be used in the present invention.
ny4bsliime0bi72b3pdpd8nbt,4490939,"For a better understanding of the invention as well as other objects and further features thereof, reference is made to the following detailed description to be read in conjunction with the accompanying drawings, wherein:"
akot58ibujrm6eoclpck6k0xj,4490860,"For a better understanding of the invention, reference is made to the following detailed description which should be referenced to the hereinabove described drawings."
bcfvdejmnupfm43nxzikocc1g,4491766,"For a better understanding of the invention, reference may be had to the preferred embodiment, exemplary of the invention, shown in the accompanying drawings, in which:"
q64ga4f1hjlq9hlkhm2oi9utv,4491383,"For a better understanding of the present invention a preferred embodiment thereof will now be described, by way of non limiting example, with reference to the accompanyinhg drawing, in which:"
qex5nsqunlazku3mcnwx6kuqc,4491865,"For a better understanding of the present invention as well as further objects and features thereof, reference is had to the following detailed description of the invention which is to be read in conjunction with the accompanying drawings wherein:"
s3f8eg4a9ya30eyaqrw1wcb5w,4491940,"For a better understanding of the present invention, and to show how the same may be carried into effect, reference will be made to the ensuing description and the attached figures, among which:"
53kr2evyg9djzqlaoibmdpq7w,4491814,"For a better understanding of the present invention, together with other and further objects, advantages, and capabilities thereof, reference is made to the following disclosure and appended claims in connection with the above-described drawings."
lk23otvtedwrhggk51pvs4onm,4490983,"For a better understanding of these and other objects of the present invention, reference is had to the following detailed description of the invention which is to be read in conjunction with the accompanying drawings, wherein:"
oro912djklqjk56k4xydt7p83,4491362,"For a complete understanding of the objects, techniques, and structure of the invention, reference should be had to the following detailed description and accompanying drawings wherein:"
v4u8zn2fqv0xb43r2abilmvrs,4491868,"For a complete understanding of the objects, techniques, and structure of the invention, reference should be had to the following detailed description and accompanying drawings wherein:"
3m2dv4cajfnwipahud9es5370,4491018,"For a detailed description of a preferred embodiment of the invention, reference will now be made to the accompanying drawings wherein:"
63lpuip63gpbq82p1yayf2mr1,4491434,"For a fuller description of the invention, reference should be had to the following detailed description taken in connection with the accompanying drawings wherein:"
zpcijqnpdk1ll59miwojvvlbd,4491046,"For a fuller understanding of the invention, reference is had to the following description taken in connection with the accompanying drawings, in which:"
r6lxfoxrumyvh5lyaj6d3tsiq,4491424,"For a fuller understanding of the invention, reference is had to the following description taken in connection with the accompanying drawings, in which:"
2de8t3ifpom25tx2orkhacmpo,4490952,"For a fuller understanding of the nature and objects of the invention, reference should be had to the following detailed description taken in connection with the accompanying drawings in which:"
3xe5alest3r1ozodqd6grdxfq,4490871,"For a fuller understanding of the nature and objects of the invention, reference should be made to the following detailed description, taken in connection with the accompanying drawings, in which:"
4hwecswecwrcouy0fxmab84cw,4491173,For a fuller understanding of the nature and objects of the present invention reference should be had to the following detailed description taken in connection with the accompanying drawings wherein:
k3265lxrlij2jdqh18plp3mo2,4491946,"For a fuller understanding of the nature and objects of the present invention, reference should be made to the following detailed description taken in connection with the accompanying drawings, in which:"
kzlsoe6dy8ct9bwwwf1ff0yx6,4491725,"For a more complete understanding of the present invention and the advantages thereof, reference is now made to the following description taken in conjunction with the accompanying drawings in which:"
etx45kpm6xewlmnkf8c8006x0,4491936,"For a more complete understanding of the present invention and the advantages thereof, reference is now made to the following description taken in conjunction with the accompanying drawings in which:"
rwqqno3qtl4wesytjd0iqmoyi,4491082,"For a more complete understanding of the present invention, reference is made to the accompanying drawings in which:"
j31fpbxi16tsvpx723qr3symj,4490934,"For the purpose of illustrating the invention, there is shown in the drawings a form which is presently preferred; it being understood, however, that this invention is not limited to the precise arrangements and instrumentalities shown."
xopm2556haqpxlfehpb6yph4x,4491101,"For the purpose of illustrating the invention, there is shown in the drawings the form which is presently preferred; it should be understood, however, that the invention is not necessarily limited to the precise arrangements here"
f1lk1t1whot20umff6xdliaqz,4491823,Further advantages and characteristics of the invention will become apparent from the description hereinafter and the drawing attached thereto of a form of embodiment of the invention. In the drawing:
1zy1zscin65pg0x048dwkzxhp,4491981,"Further advantages and details of the invention proceed from the following description of an exemplary embodiment on the basis of the accompanying sheets of drawings in conjunction with the remaining subclaims; and other objects, features and advantages will be apparent from this detailed disclosure and from the appended claims."
cp7fehsjdpxerb996nh3zeyox,4491722,"Further advantages and features of the preferred embodiments can be gathered from the description and drawings. Two embodiments are described hereinafter relative to the drawings, wherein:"
8v7xlo9nlurhsj27ncfb4knjr,4491232,"Further advantages and features of the present invention will be more fully apparent to those skilled in the art to which the invention pertains from the ensuing detailed description thereof, regarded in conjunction with the accompanying drawings wherein like reference characters refer to like parts throughout and in which:"
pfjvyry1gvvvw3ttowiw4h0p7,4491799,"Further characteristics and advantages of the Pole-Zero cancellation indicating device according to the invention will become more apparent thereinafter from the following detailed description of a preferred embodiment thereof, being illustrated, by way of example and not of limitation, in the accompanying drawings, where:"
n36iw1qlu9tvcmhd77wcriz6k,4491015,"Further characteristics and advantages of the present invention will become apparent from the following description with reference to the attached drawings, which illustrate several non-limitative embodiments thereof, in which:"
6ijez4n36n6bisxnkwgcq2ftd,4491416,"Further features and advantages of the present invention will be clear to those skilled in the art from the following detailed description of an embodiment thereof, given by way of example with reference to the accompanying drawings wherein:"
